Address,First_Activity,Last_Activity,All_Addresses,Ward,Description,Proposed_Use,Storeys,Units,Planner,Num_apps,Apps,Supporting_Docs,Link
10 WILBY CRES,"Oct 21, 2016","May 08, 2018",['10 WILBY CRES'],11,"Proposed construction of a 22-storey (63.3 m) residential apartment building with 233 affordable ownership units, 180 parking spaces, an FSI of 5.11 and a total GFA of 18,303.5 square metres.",---,,,"Sean Rooney, Planner, (416) 394-8245, Sean.Rooney@toronto.ca ",2.0,"[['Site Plan Approval', '18 149226 WET 11 SA', 'Apr 26, 2018', 'Under Review'], ['Rezoning', '16 241014 WET 11 OZ', 'Oct 21, 2016', 'Under Review']]","['Pedestrian Level Wind Study: Apr 26, 2018: Download : : Natural Heritage Impact Study: Apr 26, 2018: Download : : Toronto Green Standards Checklist: Apr 26, 2018: Download : : Transportation Impact Study: Apr 26, 2018: Download : : Servicing Report: Apr 26, 2018: Download : : Arborist/Tree Preservation Report and/or Declaration: Apr 26, 2018: Download : : Application Form: Apr 26, 2018: Download : : EnergyModelingReport: Apr 26, 2018: Download : : Linked Document: Apr 26, 2018: Download : : TGSStats: Apr 26, 2018: Download : : Survey Plans: Apr 26, 2018: Download : : Architectural Plans: Apr 26, 2018: Download : : Civil and Utilities Plans: Apr 26, 2018: Download : : Landscape and Lighting Plans: Apr 26, 2018: Download : : Project Data Sheet: Apr 26, 2018: Download : : Cover Letter: Apr 26, 2018: Download : : Fee Schedules: Apr 26, 2018: Download : : Disclaimer', 'Planning Rationale: Feb 27, 2018: Download : : Pedestrian Level Wind Study: Feb 27, 2018: Download : : Natural Heritage Impact Study: Oct 21, 2016: Download : : Toronto Green Standards Checklist: Feb 27, 2018: Download : : Archaeological Assessment: May 8, 2018: Download : : Stormwater Management Report: Feb 27, 2018: Download : : Transportation Impact Study: Feb 27, 2018: Download : : Servicing Report: Apr 26, 2018: Download : : Geotechnical Study: Oct 21, 2016: Download : : Arborist/Tree Preservation Report and/or Declaration: Oct 21, 2016: Download : : Application Form: Oct 21, 2016: Download : : Application Form: Oct 21, 2016: Download : : Resubmission Form: Apr 26, 2018: Download : : TransportationResponse: Apr 26, 2018: Download : : Detailed Revision List: Apr 26, 2018: Download : : Survey Plans: Oct 21, 2016: Download : : Architectural Plans: Feb 27, 2018: Download : : Landscape and Lighting Plans: Feb 27, 2018: Download : : Correspondence: Aug 4, 2017: Download : : Correspondence: Aug 4, 2017: Download : : Correspondence: Aug 4, 2017: Download : : Project Data Sheet: Feb 27, 2018: Download : : Cover Letter: Apr 26, 2018: Download : : Draft Zoning Bylaw Amendment 569-2013: Feb 27, 2018: Download : : Draft Zoning Bylaw Amendment FGZBL: Feb 27, 2018: Download : : Fee Schedules: Oct 21, 2016: Download : : Application Checklist: Oct 21, 2016: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=4049594&isCofASearch=false&isTlabSearch=false
2 BICKNELL AVE,"Dec 30, 2013","Apr 04, 2018",['2 BICKNELL AVE'],12,Proposal to construct 4 stacked townhouse Blocks comprised of 62 residential dwelling units in total.,---,,,"Philip Carvalino, Senior Planner, 416-394-8233, Philip.Carvalino@toronto.ca ",2.0,"[['Site Plan Approval', '17 109323 WET 12 SA', 'Jan 26, 2017', 'NOAC Issued\xa0\xa0 Apr 4, 2018'], ['Rezoning', '13 281986 WET 12 OZ', 'Dec 30, 2013', 'Closed']]","['Toronto Green Standards Checklist: Aug 15, 2017: Download : : Noise Impact Study : Aug 15, 2017: Download : : Stormwater Management Report: Jan 31, 2018: Download : : Transportation Impact Study: Jan 26, 2017: Download : : Arborist/Tree Preservation Report and/or Declaration: Jan 26, 2017: Download : : Application Form: Jan 26, 2017: Download : : Resubmission Form: Jan 31, 2018: Download : : fire protection water supply letter: Jan 31, 2018: Download : : Shoring Plans: Jan 31, 2018: Download : : Detailed Revision List: Jan 31, 2018: Download : : Survey Plans: Jan 26, 2017: Download : : Architectural Plans: Jan 31, 2018: Download : : Civil and Utilities Plans: Jan 31, 2018: Download : : Landscape and Lighting Plans: Jan 31, 2018: Download : : Correspondence: Aug 15, 2017: Download : : Project Data Sheet: Aug 15, 2017: Download : : Cover Letter: Jan 31, 2018: Download : : Disclaimer', 'Plans and Drawings: Dec 30, 2013: Download : : Plans and Drawings: Apr 4, 2014: Download : : Plans and Drawings: Apr 4, 2014: Download : : Plans and Drawings: Apr 4, 2014: Download : : Plans and Drawings: Apr 4, 2014: Download : : Plans and Drawings: Apr 4, 2014: Download : : Plans and Drawings: Apr 4, 2014: Download : : Plans and Drawings: Apr 4, 2014: Download : : Plans and Drawings: Apr 29, 2014: Download : : Planning Rationale: Dec 30, 2013: Download : : Toronto Green Standards Checklist: Oct 15, 2015: Download : : Noise Impact Study : May 11, 2015: Download : : Stormwater Management Report: Oct 15, 2015: Download : : Traffic Operations Assessment: Dec 30, 2013: Download : : Transportation Impact Study: May 11, 2015: Download : : Arborist/Tree Preservation Report and/or Declaration: Dec 30, 2013: Download : : Arborist/Tree Preservation Report and/or Declaration: Dec 30, 2013: Download : : Arborist/Tree Preservation Report and/or Declaration: Dec 30, 2013: Download : : Arborist/Tree Preservation Report and/or Declaration: Dec 30, 2013: Download : : Arborist/Tree Preservation Report and/or Declaration: Dec 30, 2013: Download : : Resubmission Form: Oct 15, 2015: Download : : Linked Document: May 11, 2015: Download : : Architectural Plans: Oct 15, 2015: Download : : Civil and Utilities Plans: Oct 15, 2015: Download : : Landscape and Lighting Plans: Oct 15, 2015: Download : : Correspondence: Oct 15, 2015: Download : : Project Data Sheet: Oct 15, 2015: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=3484243&isCofASearch=false&isTlabSearch=false
2400 EGLINTON AVE W,"Mar 14, 2013","Oct 19, 2017","['2322 EGLINTON AVE W ,2330 EGLINTON AVE W ,2400 EGLINTON AVE W']",12,Eglinton Crosstown LRT - Caledonia Station,Non-Residential,1,0,"Edmond Wu, Transportation Planner, 416-396-7038, Edmond.Wu@toronto.ca ",1.0,"[['Site Plan Approval', '13 133545 WET 12 SA', 'Mar 14, 2013', 'Under Review']]","['Stormwater Management Report: Oct 19, 2017: Download : : Traffic Operations Assessment: Oct 19, 2017: Download : : Servicing Report: Oct 19, 2017: Download : : Resubmission Form: Oct 19, 2017: Download : : Resubmission Form: Oct 19, 2017: Download : : Architectural Plans: Oct 19, 2017: Download : : Civil and Utilities Plans: Oct 19, 2017: Download : : Civil and Utilities Plans: Oct 19, 2017: Download : : Civil and Utilities Plans: Oct 19, 2017: Download : : Landscape and Lighting Plans: Oct 19, 2017: Download : : Project Data Sheet: Oct 19, 2017: Download : : Energy Efficiency Report: Apr 6, 2017: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=3313186&isCofASearch=false&isTlabSearch=false
2660 EGLINTON AVE W,"Mar 12, 2013","Mar 12, 2013",['2660 EGLINTON AVE W'],12,,---,,,Information not available. ,1.0,"[['Site Plan Approval', '13 132074 WET 12 SA', 'Mar 12, 2013', 'Under Review']]",[],http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=3311384&isCofASearch=false&isTlabSearch=false
2660 EGLINTON AVE W,"Mar 12, 2013","Mar 12, 2013",['2660 EGLINTON AVE W'],12,,---,,,Information not available. ,1.0,"[['Site Plan Approval', '13 132074 WET 12 SA', 'Mar 12, 2013', 'Under Review']]",[],http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=3311384&isCofASearch=false&isTlabSearch=false
2660 EGLINTON AVE W,"Mar 12, 2013","Mar 12, 2013",['2660 EGLINTON AVE W'],12,,---,,,Information not available. ,1.0,"[['Site Plan Approval', '13 132074 WET 12 SA', 'Mar 12, 2013', 'Under Review']]",[],http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=3311384&isCofASearch=false&isTlabSearch=false
3500 EGLINTON AVE W,"Mar 24, 2013","Feb 06, 2018","['3500 EGLINTON AVE W ,1 HOLLIS ST ,1151 WESTON RD']",12,Eglinton Crosstown LRT - Mount Dennis Station,Non-Residential,0,0,"Edmond Wu, Transportation Planner, 416-396-7038, Edmond.Wu@toronto.ca ",1.0,"[['Site Plan Approval', '13 139447 WET 12 SA', 'Mar 24, 2013', 'Under Review']]","['Stormwater Management Report: Aug 10, 2017: Download : : Servicing Report: Feb 6, 2018: Download : : Servicing Report: Feb 6, 2018: Download : : Resubmission Form: Feb 6, 2018: Download : : Detailed Revision List: Feb 6, 2018: Download : : Architectural Plans: Aug 10, 2017: Download : : Civil and Utilities Plans: Feb 6, 2018: Download : : Landscape and Lighting Plans: Feb 6, 2018: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=3321547&isCofASearch=false&isTlabSearch=false
3500 EGLINTON AVE W,"Mar 24, 2013","Feb 06, 2018","['3500 EGLINTON AVE W ,1 HOLLIS ST ,1151 WESTON RD']",12,Eglinton Crosstown LRT - Mount Dennis Station,Non-Residential,0,0,"Edmond Wu, Transportation Planner, 416-396-7038, Edmond.Wu@toronto.ca ",1.0,"[['Site Plan Approval', '13 139447 WET 12 SA', 'Mar 24, 2013', 'Under Review']]","['Stormwater Management Report: Aug 10, 2017: Download : : Servicing Report: Feb 6, 2018: Download : : Servicing Report: Feb 6, 2018: Download : : Resubmission Form: Feb 6, 2018: Download : : Detailed Revision List: Feb 6, 2018: Download : : Architectural Plans: Aug 10, 2017: Download : : Civil and Utilities Plans: Feb 6, 2018: Download : : Landscape and Lighting Plans: Feb 6, 2018: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=3321547&isCofASearch=false&isTlabSearch=false
2029 JANE ST,"Jun 29, 2015","Jan 19, 2016",['2029 JANE ST'],12,AMENDMENT TO EXISTING SITE PLAN AGREEMENT to modify existing drive-thru configuration and parking for an existing restaurant. A reduction in parking on site is proposed.,---,0,0,"Sean Rooney, Planner, (416) 394-8245, Sean.Rooney@toronto.ca ",1.0,"[['Site Plan Approval', '15 182645 WET 12 SA', 'Jun 29, 2015', 'NOAC Issued\xa0\xa0 Jan 19, 2016']]",[],http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=3778232&isCofASearch=false&isTlabSearch=false
2110 KEELE ST,"Sep 22, 2016","Sep 22, 2016",['2110 KEELE ST'],12,"Proposed development of a 10 storey, 4 897 m2. residential apartment building contaning 67 rental units in addition to an existing residential apartment building",---,10,67,"Sarah Henstock, Manager, 416-394-2610, Sarah.Henstock@toronto.ca ",1.0,"[['Site Plan Approval', '16 226894 WET 12 SA', 'Sep 22, 2016', 'Under Review']]","['Pedestrian Level Wind Study: Sep 22, 2016: Download : : Sun/Shadow Study: Sep 22, 2016: Download : : Toronto Green Standards Checklist: Sep 22, 2016: Download : : Toronto Green Standards Checklist: Sep 22, 2016: Download : : Environmental Impact Study: Sep 22, 2016: Download : : Traffic Operations Assessment: Sep 22, 2016: Download : : Servicing Report: Sep 22, 2016: Download : : Arborist/Tree Preservation Report and/or Declaration: Sep 22, 2016: Download : : Arborist/Tree Preservation Report and/or Declaration: Sep 22, 2016: Download : : Application Form: Sep 22, 2016: Download : : Linked Document: Sep 22, 2016: Download : : Architectural Plans: Sep 22, 2016: Download : : Civil and Utilities Plans: Sep 22, 2016: Download : : Landscape and Lighting Plans: Sep 22, 2016: Download : : Correspondence: Sep 22, 2016: Download : : Correspondence: Sep 22, 2016: Download : : Project Data Sheet: Sep 22, 2016: Download : : Cover Letter: Sep 22, 2016: Download : : Fee Schedules: Sep 22, 2016: Download : : Application Checklist: Sep 22, 2016: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=4033175&isCofASearch=false&isTlabSearch=false
2175 KEELE ST,"Oct 19, 2015","May 03, 2018",['2175 KEELE ST'],12,"This application is for the South Phase of the Property (Blocks 3 and 4) representing 18,513 square metres. The built form proposed in the Application conforms and implements the final and binding Zoning By-law Amendment for midrise buildings and stacked back{o-back townhouses. The total number of units provided in Blocks 3 and 4 is 406, comprising 306 mid-rise units in Buildings J, M, N and R and 100 low-rise units in Buildings K, L, P and Q. The total residential gross floor area proposed for the South Phase is 32,'188 square metres",---,0,,"Gregory Byrne, Senior Planner, (416) 394-8238, Greg.Byrne@toronto.ca ",4.0,"[['Site Plan Approval', '18 135986 WET 12 SA', 'Mar 28, 2018', 'Under Review'], ['Site Plan Approval', '17 116336 WET 12 SA', 'Feb 13, 2017', 'Under Review'], ['OPA & Rezoning', '15 239429 WET 12 OZ', 'Oct 19, 2015', 'Closed'], ['Subdivision Approval', '15 239454 WET 12 SB', 'Oct 19, 2015', 'Under Review']]","['Toronto Green Standards Checklist: Mar 29, 2018: Download : : Toronto Green Standards Checklist: Mar 29, 2018: Download : : Stormwater Management Report: Mar 29, 2018: Download : : Servicing Report: Mar 29, 2018: Download : : Arborist/Tree Preservation Report and/or Declaration: Mar 29, 2018: Download : : Application Form: Mar 29, 2018: Download : : Hydrogeological Report: Mar 29, 2018: Download : : Transportation Memo: Mar 29, 2018: Download : : Tree Removal and Protection Plan: Mar 29, 2018: Download : : Survey Plans: Mar 29, 2018: Download : : Architectural Plans: Mar 29, 2018: Download : : Architectural Plans: Mar 29, 2018: Download : : Architectural Plans: Mar 29, 2018: Download : : Civil and Utilities Plans: Mar 29, 2018: Download : : Landscape and Lighting Plans: Mar 29, 2018: Download : : Project Data Sheet: Mar 29, 2018: Download : : Cover Letter: Mar 29, 2018: Download : : Disclaimer', 'Toronto Green Standards Checklist: Nov 16, 2017: Download : : Toronto Green Standards Checklist: Nov 16, 2017: Download : : Stormwater Management Report: Jul 4, 2017: Download : : Transportation Impact Study: Feb 13, 2017: Download : : Servicing Report: Feb 13, 2017: Download : : Arborist/Tree Preservation Report and/or Declaration: Feb 8, 2018: Download : : Application Form: Feb 13, 2017: Download : : Resubmission Form: May 3, 2018: Download : : Civil Response Cover Letter: May 3, 2018: Download : : Mechanical Letter: May 3, 2018: Download : : Pavement Marking and Signage Plan: May 3, 2018: Download : : Tree 81 Condition and Remediation: May 3, 2018: Download : : Tree Removal and Protection Plan: May 3, 2018: Download : : Detailed Revision List: May 3, 2018: Download : : Survey Plans: Jul 4, 2017: Download : : Architectural Plans: May 3, 2018: Download : : Civil and Utilities Plans: May 3, 2018: Download : : Landscape and Lighting Plans: May 3, 2018: Download : : Correspondence: Jul 4, 2017: Download : : Correspondence: Jul 4, 2017: Download : : Correspondence: Jul 4, 2017: Download : : Project Data Sheet: Feb 8, 2018: Download : : Cover Letter: May 3, 2018: Download : : Energy Efficiency Report: Nov 16, 2017: Download : : Energy Efficiency Report: Nov 16, 2017: Download : : Energy Efficiency Report: Nov 16, 2017: Download : : Application Checklist: Feb 13, 2017: Download : : Disclaimer', 'Planning Rationale: May 2, 2016: Download : : Community Services and Facilities Study: Nov 15, 2016: Download : : Housing Issues Report: Dec 16, 2015: Download : : Natural Heritage Impact Study: May 13, 2016: Download : : Natural Heritage Impact Study: May 13, 2016: Download : : Urban Design Guidelines: May 13, 2016: Download : : Toronto Green Standards Checklist: Nov 15, 2016: Download : : Toronto Green Standards Checklist: Nov 15, 2016: Download : : Noise Impact Study : Oct 19, 2015: Download : : Vibration Study: Dec 16, 2015: Download : : Stormwater Management Report: Nov 15, 2016: Download : : Parking Study: Nov 15, 2016: Download : : Environmental Impact Study: Oct 19, 2015: Download : : Transportation Impact Study: May 13, 2016: Download : : Transportation Impact Study: May 13, 2016: Download : : Servicing Report: May 13, 2016: Download : : Geotechnical Study: Nov 15, 2016: Download : : Geotechnical Study: Nov 15, 2016: Download : : Arborist/Tree Preservation Report and/or Declaration: Nov 15, 2016: Download : : Arborist/Tree Preservation Report and/or Declaration: Nov 15, 2016: Download : : Arborist/Tree Preservation Report and/or Declaration: Nov 15, 2016: Download : : Application Form: Nov 15, 2016: Download : : Resubmission Form: May 13, 2016: Download : : Linked Document: May 13, 2016: Download : : Survey Plans: Oct 19, 2015: Download : : Survey Plans: Oct 19, 2015: Download : : Architectural Plans: Nov 15, 2016: Download : : Architectural Plans: Nov 15, 2016: Download : : Civil and Utilities Plans: Nov 15, 2016: Download : : Landscape and Lighting Plans: Nov 15, 2016: Download : : Correspondence: Nov 16, 2016: Download : : Correspondence: Nov 16, 2016: Download : : Project Data Sheet: Nov 15, 2016: Download : : Cover Letter: Nov 15, 2016: Download : : 1:50 Elevations: May 13, 2016: Download : : Draft Zoning Bylaw Amendment 569-2013: Nov 15, 2016: Download : : Draft Official Plan Amendment: Nov 15, 2016: Download : : PLN - Draft Zoning By-Law Amendment FGZBL (Word Copy): Jan 23, 2017: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=3844624&isCofASearch=false&isTlabSearch=false
2265 KEELE ST,"Jul 20, 2016","Jan 26, 2018",['2265 KEELE ST'],12,Proposed addition and change of use in existing 2 storey building with basement and first floor being used for retail.,---,0,0,"Travis Skelton, Planner, (416) 395-7124, Travis.Skelton@toronto.ca ",1.0,"[['Site Plan Approval', '16 194024 WET 12 SA', 'Jul 20, 2016', 'Under Review']]","['Toronto Green Standards Checklist: Dec 1, 2016: Download : : Stormwater Management Report: Jan 26, 2018: Download : : Transportation Impact Study: Jul 20, 2016: Download : : Servicing Report: Dec 1, 2016: Download : : Geotechnical Study: Jul 20, 2016: Download : : Application Form: Jul 20, 2016: Download : : Resubmission Form: Jan 26, 2018: Download : : OBC matrix: Jan 26, 2018: Download : : hydrogeological assessment: Jan 26, 2018: Download : : Detailed Revision List: Jan 26, 2018: Download : : Survey Plans: Jul 20, 2016: Download : : Architectural Plans: Jan 26, 2018: Download : : Civil and Utilities Plans: Jan 26, 2018: Download : : Civil and Utilities Plans: Jan 26, 2018: Download : : Civil and Utilities Plans: Jan 26, 2018: Download : : Landscape and Lighting Plans: May 29, 2017: Download : : Correspondence: Dec 1, 2016: Download : : Project Data Sheet: Jan 26, 2018: Download : : Cover Letter: Jan 26, 2018: Download : : Fee Schedules: Jul 20, 2016: Download : : Application Checklist: Jul 20, 2016: Download : : Disclaimer']",http://app.toronto.ca/DevelopmentApplications/associatedApplicationsList.do?action=init&folderRsn=3995096&isCofASearch=false&isTlabSearch=false
